Date,Day of Week(0-6),Day of the Month(1-31),Month of the Year(1-12),Time of Day(0-23),Holidays,Humidity,Temperature,Load WEST
7/2/2015,3,2,7,23,0,74.18,26.6,1258.345207
7/3/2015,4,3,7,0,0,76.82,26,1162.9485
7/3/2015,4,3,7,1,0,79.05,25.6,1089.221532
7/3/2015,4,3,7,2,0,81.6,25,1035.443916
7/3/2015,4,3,7,3,0,83.49,24.7,998.5366839
7/3/2015,4,3,7,4,0,86.6,24.6,976.2773114
7/3/2015,4,3,7,5,0,86.94,24.7,963.6094356
7/3/2015,4,3,7,6,0,87.2,24.6,962.7322646
7/3/2015,4,3,7,7,0,87.67,24.6,980.127957
7/3/2015,4,3,7,8,0,84.51,25.3,998.0667445
7/3/2015,4,3,7,9,0,79.89,26.3,1048.002825
7/3/2015,4,3,7,10,0,71.7,27.6,1122.061658
7/3/2015,4,3,7,11,0,64.59,29.2,1199.175304
7/3/2015,4,3,7,12,0,59.2,30.2,1271.728598
7/3/2015,4,3,7,13,0,52.89,31.3,1336.466898
7/3/2015,4,3,7,14,0,50.79,31.8,1395.454667
7/3/2015,4,3,7,15,0,50.07,32,1444.787417
7/3/2015,4,3,7,16,0,48.53,32.1,1485.565098
7/3/2015,4,3,7,17,0,47.48,32.4,1504.908094
7/3/2015,4,3,7,18,0,48.36,31.9,1497.105957
7/3/2015,4,3,7,19,0,52.33,31.2,1468.179876
7/3/2015,4,3,7,20,0,55.15,30,1417.077492
7/3/2015,4,3,7,21,0,66.62,27.7,1355.932137
7/3/2015,4,3,7,22,0,68.33,27.5,1325.88256
7/3/2015,4,3,7,23,0,73.41,26.8,1255.274136
7/4/2015,5,4,7,0,1,76.91,26.4,1167.89501
7/4/2015,5,4,7,1,1,78.51,25.7,1079.413589
7/4/2015,5,4,7,2,1,81.38,25.1,1024.394728
7/4/2015,5,4,7,3,1,83.65,24.8,985.293755
7/4/2015,5,4,7,4,1,85.85,24.2,955.4214518
7/4/2015,5,4,7,5,1,88.73,23.7,938.5610417
7/4/2015,5,4,7,6,1,89.3,23.6,932.6911691
7/4/2015,5,4,7,7,1,89.55,23.6,935.7902367
7/4/2015,5,4,7,8,1,87.53,24.6,947.2965428
7/4/2015,5,4,7,9,1,80.49,26,1012.405325
7/4/2015,5,4,7,10,1,71.87,27.5,1089.676726
7/4/2015,5,4,7,11,1,67.76,28.3,1168.030108
7/4/2015,5,4,7,12,1,60.68,29.9,1253.11498
7/4/2015,5,4,7,13,1,54.36,31.6,1328.588427
7/4/2015,5,4,7,14,1,53.61,32.1,1376.581314
7/4/2015,5,4,7,15,1,50.64,32.7,1422.555325
7/4/2015,5,4,7,16,1,48.29,33.6,1463.583025
7/4/2015,5,4,7,17,1,46.76,33.7,1487.294675
7/4/2015,5,4,7,18,1,48.52,33.3,1491.343219
7/4/2015,5,4,7,19,1,49.55,32.4,1467.618056
7/4/2015,5,4,7,20,1,56.87,30.7,1413.22175
7/4/2015,5,4,7,21,1,63.5,29,1338.263558
7/4/2015,5,4,7,22,1,67.73,28,1286.703687
7/4/2015,5,4,7,23,1,71.28,27.2,1226.914258
7/5/2015,6,5,7,0,1,76.57,26.5,1179.86116
7/5/2015,6,5,7,1,1,78.82,26.2,1111.239046
7/5/2015,6,5,7,2,1,80.89,25.8,1054.565706
7/5/2015,6,5,7,3,1,84,25.2,1013.112217
7/5/2015,6,5,7,4,1,86.94,24.7,980.796958
7/5/2015,6,5,7,5,1,89.13,24.6,961.2634503
7/5/2015,6,5,7,6,1,88.23,24.5,950.9902922
7/5/2015,6,5,7,7,1,88.72,24.5,949.7762077
7/5/2015,6,5,7,8,1,85.22,25.3,961.6689161
7/5/2015,6,5,7,9,1,75.18,27.3,1030.644305
7/5/2015,6,5,7,10,1,68.83,28.3,1114.896273
7/5/2015,6,5,7,11,1,62.14,29.7,1189.10931
7/5/2015,6,5,7,12,1,53.89,31.1,1257.515727
7/5/2015,6,5,7,13,1,50.39,31.9,1324.292088
7/5/2015,6,5,7,14,1,50.31,31.9,1384.280891
7/5/2015,6,5,7,15,1,48.24,32.8,1431.487314
7/5/2015,6,5,7,16,1,47.9,33.3,1467.569468
7/5/2015,6,5,7,17,1,49.39,32.9,1495.578188
7/5/2015,6,5,7,18,1,50.29,32.5,1509.967656
7/5/2015,6,5,7,19,1,52.14,31.9,1498.177585
7/5/2015,6,5,7,20,1,54.07,30.8,1454.334128
7/5/2015,6,5,7,21,1,58.65,29.4,1399.590732
7/5/2015,6,5,7,22,1,64.38,28.3,1378.240772
7/5/2015,6,5,7,23,1,70.46,27.4,1297.761092
7/6/2015,0,6,7,0,0,73.15,26.8,1202.91807
7/6/2015,0,6,7,1,0,75.43,26.4,1129.397667
7/6/2015,0,6,7,2,0,80.16,26,1075.280641
7/6/2015,0,6,7,3,0,78.56,26.3,1040.625228
7/6/2015,0,6,7,4,0,79.92,25.8,1017.754843
7/6/2015,0,6,7,5,0,81.6,25.5,1007.692603
7/6/2015,0,6,7,6,0,82.99,25.2,1024.841114
7/6/2015,0,6,7,7,0,85.59,24.8,1066.75942
7/6/2015,0,6,7,8,0,82.82,25.5,1101.486566
7/6/2015,0,6,7,9,0,74.13,26.9,1163.87248
7/6/2015,0,6,7,10,0,65.97,28.4,1240.631523
7/6/2015,0,6,7,11,0,58.79,29.9,1318.090979
7/6/2015,0,6,7,12,0,53.67,31.1,1392.215443
7/6/2015,0,6,7,13,0,48.57,32.1,1459.570384
7/6/2015,0,6,7,14,0,47.07,32.4,1520.587483
7/6/2015,0,6,7,15,0,44.48,33.2,1575.343625
7/6/2015,0,6,7,16,0,43.99,32.9,1608.345604
7/6/2015,0,6,7,17,0,45.14,32.8,1631.641295
7/6/2015,0,6,7,18,0,46.92,32.5,1625.444507
7/6/2015,0,6,7,19,0,53.03,31.5,1596.652852
7/6/2015,0,6,7,20,0,56.16,30.2,1530.372958
7/6/2015,0,6,7,21,0,62.91,28.7,1469.836124
7/6/2015,0,6,7,22,0,66.84,27.9,1437.684
7/6/2015,0,6,7,23,0,69.76,27.3,1349.374632
7/7/2015,1,7,7,0,0,73.87,26.7,1241.98454
7/7/2015,1,7,7,1,0,75.81,26.3,1149.940611
7/7/2015,1,7,7,2,0,80.13,25.7,1047.393188
7/7/2015,1,7,7,3,0,80.81,25.8,995.8826031
7/7/2015,1,7,7,4,0,81.19,25.8,973.3285822
7/7/2015,1,7,7,5,0,81.64,25.8,970.508294
7/7/2015,1,7,7,6,0,84.04,25.6,1001.361853
7/7/2015,1,7,7,7,0,85.92,25.3,1057.011671
7/7/2015,1,7,7,8,0,83.42,26.1,1094.190841
7/7/2015,1,7,7,9,0,75.13,27.4,1104.050544
7/7/2015,1,7,7,10,0,68.24,28.5,1141.881589
7/7/2015,1,7,7,11,0,61.13,30.2,1177.36528
7/7/2015,1,7,7,12,0,57.89,30.8,1221.363213
7/7/2015,1,7,7,13,0,52.52,32,1239.539299
7/7/2015,1,7,7,14,0,52.56,31.8,1279.417022
7/7/2015,1,7,7,15,0,52.76,31.8,1311.112888
7/7/2015,1,7,7,16,0,51.43,32.1,1324.669377
7/7/2015,1,7,7,17,0,53.97,31.3,1327.646849
7/7/2015,1,7,7,18,0,60.25,30.6,1311.474751
7/7/2015,1,7,7,19,0,60.07,30.3,1305.961317
7/7/2015,1,7,7,20,0,64.97,29.3,1274.989039
7/7/2015,1,7,7,21,0,68.3,28.8,1243.634303
7/7/2015,1,7,7,22,0,69.06,27.9,1236.091437
7/7/2015,1,7,7,23,0,72.53,27.5,1175.852258
7/8/2015,2,8,7,0,0,74.74,26.9,1093.48615
7/8/2015,2,8,7,1,0,77.27,26.4,990.7612747
7/8/2015,2,8,7,2,0,80.6,25.9,958.0874962
7/8/2015,2,8,7,3,0,80.48,25.9,935.2224974
7/8/2015,2,8,7,4,0,80.24,25.9,921.1551665
7/8/2015,2,8,7,5,0,80.67,25.9,916.693072
7/8/2015,2,8,7,6,0,81.99,25.7,945.000162
7/8/2015,2,8,7,7,0,81.57,25.9,996.7751978
7/8/2015,2,8,7,8,0,80.27,26.1,1044.149547
7/8/2015,2,8,7,9,0,75.15,26.7,1078.630579
7/8/2015,2,8,7,10,0,71.92,27.4,1125.111383
7/8/2015,2,8,7,11,0,65.66,28.5,1171.574949
7/8/2015,2,8,7,12,0,57.63,30.5,1227.207476
7/8/2015,2,8,7,13,0,51.6,31.4,1273.345103
7/8/2015,2,8,7,14,0,48.39,31.2,1319.76376
7/8/2015,2,8,7,15,0,47.54,31.1,1343.650965
7/8/2015,2,8,7,16,0,45.05,31.8,1366.633396
7/8/2015,2,8,7,17,0,45.61,31.7,1398.927775
7/8/2015,2,8,7,18,0,47.85,31.2,1401.558129
7/8/2015,2,8,7,19,0,49.77,30.7,1384.773107
7/8/2015,2,8,7,20,0,53.01,29.7,1340.565695
7/8/2015,2,8,7,21,0,58.16,28.4,1295.810482
7/8/2015,2,8,7,22,0,59.98,27.9,1280.322575
7/8/2015,2,8,7,23,0,65.68,27,1212.602133
7/9/2015,3,9,7,0,0,70.08,26.4,1124.09819
7/9/2015,3,9,7,1,0,73.89,26.1,1041.227277
7/9/2015,3,9,7,2,0,75.05,25.9,992.5750246
7/9/2015,3,9,7,3,0,79.4,25.3,963.1341123
7/9/2015,3,9,7,4,0,80.65,25.1,947.0896199
7/9/2015,3,9,7,5,0,85.36,24.6,938.6757744
7/9/2015,3,9,7,6,0,86.23,24.6,957.9098466
7/9/2015,3,9,7,7,0,86.92,24.5,1003.688365
7/9/2015,3,9,7,8,0,83.28,25.5,1042.054398
7/9/2015,3,9,7,9,0,76.29,26.5,1095.380546
7/9/2015,3,9,7,10,0,67,28.5,1148.72511
7/9/2015,3,9,7,11,0,58.6,30,1201.624262
7/9/2015,3,9,7,12,0,52.23,31.3,1264.497819
7/9/2015,3,9,7,13,0,51.61,30.7,1319.25428
7/9/2015,3,9,7,14,0,49.14,31.6,1385.826798
7/9/2015,3,9,7,15,0,45.57,32.7,1446.251609
7/9/2015,3,9,7,16,0,41.49,33.5,1492.623097
7/9/2015,3,9,7,17,0,41.37,33.7,1526.091506
7/9/2015,3,9,7,18,0,41.62,33.3,1522.572276
7/9/2015,3,9,7,19,0,42.33,32.2,1490.800047
7/9/2015,3,9,7,20,0,48.33,30.8,1444.830991
7/9/2015,3,9,7,21,0,54.35,28.9,1381.253063
7/9/2015,3,9,7,22,0,57.95,27.6,1353.883717
7/9/2015,3,9,7,23,0,61.16,26.8,1274.499516
7/10/2015,4,10,7,0,0,65.05,26,1175.56217
7/10/2015,4,10,7,1,0,71.75,24.7,1101.352412
7/10/2015,4,10,7,2,0,76.14,24.3,1045.90084
7/10/2015,4,10,7,3,0,80.22,23.5,1007.502008
7/10/2015,4,10,7,4,0,84.26,23,983.8704287
7/10/2015,4,10,7,5,0,85.92,22.8,972.4051058
7/10/2015,4,10,7,6,0,88.18,22.8,985.2832334
7/10/2015,4,10,7,7,0,89.07,22.7,1021.525033
7/10/2015,4,10,7,8,0,87.68,23.5,1056.066943
7/10/2015,4,10,7,9,0,79.94,25.5,1107.296011
7/10/2015,4,10,7,10,0,71.19,27.4,1177.535541
7/10/2015,4,10,7,11,0,65.98,28.7,1253.976791
7/10/2015,4,10,7,12,0,56.28,30.6,1321.02353
7/10/2015,4,10,7,13,0,53.16,31.5,1382.597355
7/10/2015,4,10,7,14,0,49.4,32.8,1437.55421
7/10/2015,4,10,7,15,0,44.6,33.7,1493.404107
7/10/2015,4,10,7,16,0,42.77,33.5,1541.66932
7/10/2015,4,10,7,17,0,42.02,33.4,1563.148079
7/10/2015,4,10,7,18,0,41.7,33.1,1555.468822
7/10/2015,4,10,7,19,0,44.27,32.5,1520.670935
7/10/2015,4,10,7,20,0,49.28,30.8,1469.913032
7/10/2015,4,10,7,21,0,56.13,28.8,1396.661481
7/10/2015,4,10,7,22,0,59.51,28.1,1360.215362
7/10/2015,4,10,7,23,0,65,27.2,1279.1332
7/11/2015,5,11,7,0,1,66.14,27,1182.02951
7/11/2015,5,11,7,1,1,68.39,26.3,1102.07281
7/11/2015,5,11,7,2,1,71.57,25.5,1045.889755
7/11/2015,5,11,7,3,1,72.74,24.9,1001.937353
7/11/2015,5,11,7,4,1,78.37,24,971.3883013
7/11/2015,5,11,7,5,1,84.1,23.1,956.6068197
7/11/2015,5,11,7,6,1,85.14,23,951.5002524
7/11/2015,5,11,7,7,1,88.18,22.8,954.8767624
7/11/2015,5,11,7,8,1,84.97,24.2,968.6713555
7/11/2015,5,11,7,9,1,74.4,26.3,1033.90124
7/11/2015,5,11,7,10,1,66.05,28.4,1103.34131
7/11/2015,5,11,7,11,1,59.96,29.4,1178.578476
7/11/2015,5,11,7,12,1,54.81,30.9,1249.089719
7/11/2015,5,11,7,13,1,52.6,31.7,1314.851806
7/11/2015,5,11,7,14,1,48.74,32.7,1383.178136
7/11/2015,5,11,7,15,1,43.98,33.6,1438.392123
7/11/2015,5,11,7,16,1,42.77,33.7,1488.306206
7/11/2015,5,11,7,17,1,40.91,34.1,1513.847999
7/11/2015,5,11,7,18,1,42.85,33.5,1518.615911
7/11/2015,5,11,7,19,1,44.24,32.8,1497.606149
7/11/2015,5,11,7,20,1,49.75,30.9,1452.771428
7/11/2015,5,11,7,21,1,57.04,28.6,1379.481643
7/11/2015,5,11,7,22,1,64.28,27,1335.09928
7/11/2015,5,11,7,23,1,66.33,26.5,1245.026595
7/12/2015,6,12,7,0,1,75.03,24.7,1157.97076
7/12/2015,6,12,7,1,1,70.43,26.1,1113.95924
7/12/2015,6,12,7,2,1,73.52,26.2,1057.478928
7/12/2015,6,12,7,3,1,75.29,25.7,1013.624521
7/12/2015,6,12,7,4,1,80.73,24.5,977.6754253
7/12/2015,6,12,7,5,1,85.03,23.7,955.8111719
7/12/2015,6,12,7,6,1,88.03,23,946.8636917
7/12/2015,6,12,7,7,1,89.02,23.2,946.6635611
7/12/2015,6,12,7,8,1,82.64,25,959.5611401
7/12/2015,6,12,7,9,1,72.23,27.1,1029.837053
7/12/2015,6,12,7,10,1,62.96,28.8,1119.758252
7/12/2015,6,12,7,11,1,56.09,30.5,1201.765741
7/12/2015,6,12,7,12,1,50.54,31.7,1277.141244
7/12/2015,6,12,7,13,1,46.62,32.8,1351.45476
7/12/2015,6,12,7,14,1,43.14,33.8,1423.702694
7/12/2015,6,12,7,15,1,40.39,34.4,1481.583338
7/12/2015,6,12,7,16,1,40.93,34.7,1525.743354
7/12/2015,6,12,7,17,1,40.22,34.6,1559.465383
7/12/2015,6,12,7,18,1,42.27,34.1,1577.856593
7/12/2015,6,12,7,19,1,43.34,33.6,1568.858284
7/12/2015,6,12,7,20,1,48.36,32.2,1529.155999
7/12/2015,6,12,7,21,1,54.72,30.1,1464.670313
7/12/2015,6,12,7,22,1,60.35,28.8,1432.114495
7/12/2015,6,12,7,23,1,61.73,28.3,1337.017671
7/13/2015,0,13,7,0,0,63.22,27.8,1231.32517
7/13/2015,0,13,7,1,0,67.16,26.8,1143.196645
7/13/2015,0,13,7,2,0,70.74,26,1077.878711
7/13/2015,0,13,7,3,0,72.84,25.5,1031.690906
7/13/2015,0,13,7,4,0,78.31,24.9,1001.161427
7/13/2015,0,13,7,5,0,80.32,24.5,986.8988121
7/13/2015,0,13,7,6,0,83.26,24,1001.820408
7/13/2015,0,13,7,7,0,83.96,24,1040.494232
7/13/2015,0,13,7,8,0,78.69,25.7,1070.278603
7/13/2015,0,13,7,9,0,71.12,27.7,1139.672287
7/13/2015,0,13,7,10,0,65.21,29.4,1227.41174
7/13/2015,0,13,7,11,0,60.52,31,1319.579619
7/13/2015,0,13,7,12,0,56.62,32.2,1412.653613
7/13/2015,0,13,7,13,0,50.89,34,1494.762564
7/13/2015,0,13,7,14,0,44.9,34.9,1573.027066
7/13/2015,0,13,7,15,0,43.19,35.4,1638.827274
7/13/2015,0,13,7,16,0,38.23,36.2,1679.065907
7/13/2015,0,13,7,17,0,38.76,36,1706.171445
7/13/2015,0,13,7,18,0,39.88,35.3,1699.576037
7/13/2015,0,13,7,19,0,40.93,34.6,1674.007641
7/13/2015,0,13,7,20,0,45.46,32.9,1619.071945
7/13/2015,0,13,7,21,0,53.28,30.8,1536.99327
7/13/2015,0,13,7,22,0,58.79,30,1487.339543
7/13/2015,0,13,7,23,0,61.82,29.2,1382.190262
7/14/2015,1,14,7,0,0,67.02,28.1,1256.29773
7/14/2015,1,14,7,1,0,68.54,27.4,1162.878741
7/14/2015,1,14,7,2,0,71.07,26.8,1047.442117
7/14/2015,1,14,7,3,0,73.78,26,987.2903571
7/14/2015,1,14,7,4,0,73.65,25.4,953.1296467
7/14/2015,1,14,7,5,0,76.74,24.8,941.7288221
7/14/2015,1,14,7,6,0,79.63,24,969.5856302
7/14/2015,1,14,7,7,0,82.29,23.6,1022.024275
7/14/2015,1,14,7,8,0,79.77,25,1048.677713
7/14/2015,1,14,7,9,0,70.31,27.2,1092.21557
7/14/2015,1,14,7,10,0,61.25,29.3,1171.189989
7/14/2015,1,14,7,11,0,57.68,30.7,1266.239727
7/14/2015,1,14,7,12,0,51.98,31.8,1359.666018
7/14/2015,1,14,7,13,0,47.49,33.6,1454.554802
7/14/2015,1,14,7,14,0,44.4,34.5,1550.801105
7/14/2015,1,14,7,15,0,38.54,35.4,1623.386731
7/14/2015,1,14,7,16,0,37.61,35.7,1671.962979
7/14/2015,1,14,7,17,0,35.83,35.8,1702.080819
7/14/2015,1,14,7,18,0,36,35.2,1698.168953
7/14/2015,1,14,7,19,0,38.04,34,1678.55208
7/14/2015,1,14,7,20,0,42.47,32.4,1620.868694
7/14/2015,1,14,7,21,0,53.73,29.6,1539.268739
7/14/2015,1,14,7,22,0,55.48,28.3,1484.250631
7/14/2015,1,14,7,23,0,57.68,27.9,1368.189576
7/15/2015,2,15,7,0,0,61.44,27.6,1251.45935
7/15/2015,2,15,7,1,0,65.39,26.7,1123.78571
7/15/2015,2,15,7,2,0,68.49,26.1,1059.626897
7/15/2015,2,15,7,3,0,73.99,24.9,1011.442271
7/15/2015,2,15,7,4,0,76.08,24.3,978.5376635
7/15/2015,2,15,7,5,0,79.78,23.5,963.9210175
7/15/2015,2,15,7,6,0,83.34,23.1,977.3511849
7/15/2015,2,15,7,7,0,86.64,22.7,1011.421895
7/15/2015,2,15,7,8,0,83.39,24.3,1033.934148
7/15/2015,2,15,7,9,0,73.8,26.1,1096.999407
7/15/2015,2,15,7,10,0,65.65,27.9,1173.086823
7/15/2015,2,15,7,11,0,58.88,29.7,1255.659622
7/15/2015,2,15,7,12,0,54.89,30.8,1344.270851
7/15/2015,2,15,7,13,0,48.79,32.3,1432.184346
7/15/2015,2,15,7,14,0,44.19,33.3,1520.659507
7/15/2015,2,15,7,15,0,41.59,34.1,1589.690967
7/15/2015,2,15,7,16,0,39.55,34.6,1643.952333
7/15/2015,2,15,7,17,0,38.41,34.7,1678.192856
7/15/2015,2,15,7,18,0,38.11,34.6,1677.616706
7/15/2015,2,15,7,19,0,40.07,33.6,1655.353956
7/15/2015,2,15,7,20,0,44.24,32.3,1600.085621
7/15/2015,2,15,7,21,0,51.49,30,1516.997399
7/15/2015,2,15,7,22,0,56.64,28.7,1456.658267
7/15/2015,2,15,7,23,0,59.96,27.8,1350.3882
7/16/2015,3,16,7,0,0,61.25,27.5,1237.31766
7/16/2015,3,16,7,1,0,62.47,27.2,1135.799749
7/16/2015,3,16,7,2,0,66.86,26.6,1072.855384
7/16/2015,3,16,7,3,0,70.04,25.8,1033.787227
7/16/2015,3,16,7,4,0,73.98,25,1007.482542
7/16/2015,3,16,7,5,0,77.7,24,989.1041184
7/16/2015,3,16,7,6,0,83.12,23.2,998.8986325
7/16/2015,3,16,7,7,0,86.98,23,1037.532978
7/16/2015,3,16,7,8,0,83.48,24.3,1071.225389
7/16/2015,3,16,7,9,0,73.57,26.5,1136.399203
7/16/2015,3,16,7,10,0,61.24,28.5,1202.800454
7/16/2015,3,16,7,11,0,53.63,30,1273.679336
7/16/2015,3,16,7,12,0,49.56,31.6,1347.682617
7/16/2015,3,16,7,13,0,41.88,32.9,1424.032232
7/16/2015,3,16,7,14,0,38.7,34,1499.54022
7/16/2015,3,16,7,15,0,37.44,34.8,1564.46895
7/16/2015,3,16,7,16,0,36.6,35.3,1620.884231
7/16/2015,3,16,7,17,0,36.34,35.2,1658.620943
7/16/2015,3,16,7,18,0,38.88,34.7,1650.928267
7/16/2015,3,16,7,19,0,40.34,33.9,1624.279419
7/16/2015,3,16,7,20,0,45.76,32.4,1578.852715
7/16/2015,3,16,7,21,0,53.15,30.4,1505.493879
7/16/2015,3,16,7,22,0,56.31,29.1,1456.861552
7/16/2015,3,16,7,23,0,58.71,28.3,1360.467432
7/17/2015,4,17,7,0,0,61.92,27.9,1250.55045
7/17/2015,4,17,7,1,0,63.89,27.7,1183.71984
7/17/2015,4,17,7,2,0,69.13,26.9,1119.231685
7/17/2015,4,17,7,3,0,72.05,26.4,1072.429841
7/17/2015,4,17,7,4,0,77.83,25.6,1044.42701
7/17/2015,4,17,7,5,0,81.73,24.9,1029.021652
7/17/2015,4,17,7,6,0,86.08,24.1,1038.121877
7/17/2015,4,17,7,7,0,88.7,24,1070.239098
7/17/2015,4,17,7,8,0,82.69,25.4,1101.775614
7/17/2015,4,17,7,9,0,71.87,27.5,1160.071062
7/17/2015,4,17,7,10,0,64.15,29.1,1242.010346
7/17/2015,4,17,7,11,0,56.49,30.9,1328.481206
7/17/2015,4,17,7,12,0,51.38,32.2,1411.515865
7/17/2015,4,17,7,13,0,47.62,33.4,1490.531018
7/17/2015,4,17,7,14,0,44.69,34.1,1567.108603
7/17/2015,4,17,7,15,0,44.23,35.2,1634.779777
7/17/2015,4,17,7,16,0,43.77,35.2,1687.786625
7/17/2015,4,17,7,17,0,42.46,35.2,1713.816839
7/17/2015,4,17,7,18,0,40.59,35.2,1703.75459
7/17/2015,4,17,7,19,0,44.81,34,1668.780639
7/17/2015,4,17,7,20,0,45.3,32.9,1610.753007
7/17/2015,4,17,7,21,0,51.39,30.9,1530.351502
7/17/2015,4,17,7,22,0,58.52,29.4,1486.134112
7/17/2015,4,17,7,23,0,58.47,28.9,1393.508326
7/18/2015,5,18,7,0,1,64.38,28.4,1294.73916
7/18/2015,5,18,7,1,1,69.67,28.1,1205.31078
7/18/2015,5,18,7,2,1,72.05,27.6,1140.8567
7/18/2015,5,18,7,3,1,76.3,26.6,1093.215167
7/18/2015,5,18,7,4,1,79.42,26,1063.179051
7/18/2015,5,18,7,5,1,82.01,25.3,1045.364258
7/18/2015,5,18,7,6,1,85.13,24.7,1037.472021
7/18/2015,5,18,7,7,1,87.89,24.2,1043.362965
7/18/2015,5,18,7,8,1,82.17,25.6,1053.605966
7/18/2015,5,18,7,9,1,70.87,27.7,1126.389615
7/18/2015,5,18,7,10,1,62.87,29.7,1208.524211
7/18/2015,5,18,7,11,1,57.32,31.1,1295.758852
7/18/2015,5,18,7,12,1,52.12,32.7,1384.278481
7/18/2015,5,18,7,13,1,48.23,33.9,1463.368811
7/18/2015,5,18,7,14,1,44.56,34.6,1531.919305
7/18/2015,5,18,7,15,1,41.68,35.7,1587.117424
7/18/2015,5,18,7,16,1,40.11,36.1,1631.536095
7/18/2015,5,18,7,17,1,38.28,36,1661.467624
7/18/2015,5,18,7,18,1,38.84,35.5,1666.383097
7/18/2015,5,18,7,19,1,40.64,34.7,1647.360449
7/18/2015,5,18,7,20,1,44.28,33.1,1599.284367
7/18/2015,5,18,7,21,1,50.41,31.4,1525.466641
7/18/2015,5,18,7,22,1,56.67,29.7,1478.574859
7/18/2015,5,18,7,23,1,58.99,28.7,1392.87071
7/19/2015,6,19,7,0,1,61.71,28.5,1298.80566
7/19/2015,6,19,7,1,1,63.98,28.1,1216.958066
7/19/2015,6,19,7,2,1,69.63,26.8,1154.124405
7/19/2015,6,19,7,3,1,73.05,26.1,1103.85773
7/19/2015,6,19,7,4,1,77.8,25.4,1062.920628
7/19/2015,6,19,7,5,1,82.82,24.4,1037.403094
7/19/2015,6,19,7,6,1,85.14,24,1023.57146
7/19/2015,6,19,7,7,1,87.98,23.6,1023.115476
7/19/2015,6,19,7,8,1,81.36,25.3,1031.893671
7/19/2015,6,19,7,9,1,72.73,27.3,1104.85933
7/19/2015,6,19,7,10,1,64.6,29.2,1192.597345
7/19/2015,6,19,7,11,1,58.21,30.8,1273.613852
7/19/2015,6,19,7,12,1,52.83,32.3,1354.750141
7/19/2015,6,19,7,13,1,49.63,33.5,1439.348327
7/19/2015,6,19,7,14,1,45.51,34.3,1517.763485
7/19/2015,6,19,7,15,1,42.1,35.4,1582.06447
7/19/2015,6,19,7,16,1,40.64,35.8,1627.849296
7/19/2015,6,19,7,17,1,38.16,36.1,1662.64767
7/19/2015,6,19,7,18,1,40.02,35.5,1677.131525
7/19/2015,6,19,7,19,1,40.89,34.6,1662.614487
7/19/2015,6,19,7,20,1,45.43,33.3,1614.879251
7/19/2015,6,19,7,21,1,50.74,31.3,1550.428785
7/19/2015,6,19,7,22,1,55.42,30.2,1508.02101
7/19/2015,6,19,7,23,1,58.16,29.4,1401.518876
7/20/2015,0,20,7,0,0,62.74,28.6,1291.53364
7/20/2015,0,20,7,1,0,64.06,28.4,1206.999947
7/20/2015,0,20,7,2,0,66.64,27.7,1144.287137
7/20/2015,0,20,7,3,0,72.25,26.4,1095.654409
7/20/2015,0,20,7,4,0,75,25.6,1062.882927
7/20/2015,0,20,7,5,0,78.27,24.6,1045.917436
7/20/2015,0,20,7,6,0,81.14,24.2,1055.442037
7/20/2015,0,20,7,7,0,82.5,24.2,1090.193613
7/20/2015,0,20,7,8,0,76.7,26.1,1117.914359
7/20/2015,0,20,7,9,0,68.46,28,1188.793967
7/20/2015,0,20,7,10,0,58.47,30.1,1275.094081
7/20/2015,0,20,7,11,0,53.35,31.6,1365.867229
7/20/2015,0,20,7,12,0,46.45,33.3,1463.497338
7/20/2015,0,20,7,13,0,40.66,34.8,1552.55999
7/20/2015,0,20,7,14,0,37.73,35.6,1638.506922
7/20/2015,0,20,7,15,0,36.16,35.8,1708.296066
7/20/2015,0,20,7,16,0,34.68,36.4,1756.309405
7/20/2015,0,20,7,17,0,33.05,36.5,1781.85448
7/20/2015,0,20,7,18,0,32.25,36.1,1772.507487
7/20/2015,0,20,7,19,0,35.01,35.3,1746.013166
7/20/2015,0,20,7,20,0,41.42,33.3,1687.088443
7/20/2015,0,20,7,21,0,45.58,31.6,1606.91819
7/20/2015,0,20,7,22,0,50.91,30.2,1554.456318
7/20/2015,0,20,7,23,0,54.31,29.3,1441.214025
7/21/2015,1,21,7,0,0,58.14,28.7,1316.55935
7/21/2015,1,21,7,1,0,61.11,28.3,1215.931377
7/21/2015,1,21,7,2,0,63.18,27.6,1099.389364
7/21/2015,1,21,7,3,0,68.75,26.5,1038.237551
7/21/2015,1,21,7,4,0,70.41,25.7,1012.627573
7/21/2015,1,21,7,5,0,75.55,25.3,1004.367877
7/21/2015,1,21,7,6,0,79.99,24.7,1031.118469
7/21/2015,1,21,7,7,0,84.47,24,1086.524709
7/21/2015,1,21,7,8,0,81.99,25.4,1111.082143
7/21/2015,1,21,7,9,0,72.78,27.6,1149.759392
7/21/2015,1,21,7,10,0,65.42,29.1,1227.577877
7/21/2015,1,21,7,11,0,57.96,31.3,1324.59201
7/21/2015,1,21,7,12,0,51.98,32.4,1421.458831
7/21/2015,1,21,7,13,0,43.26,34.2,1518.141651
7/21/2015,1,21,7,14,0,40.4,35,1613.431424
7/21/2015,1,21,7,15,0,35.15,36,1688.991788
7/21/2015,1,21,7,16,0,35.8,35.6,1735.41019
7/21/2015,1,21,7,17,0,35.76,35.7,1757.551002
7/21/2015,1,21,7,18,0,36.5,35.3,1751.457954
