Date,Day of Week(0-6),Day of the Month(1-31),Month of the Year(1-12),Time of Day(0-23),Holidays,Humidity,Temperature,Load WEST
1/1/2012,6,1,1,1,1,34.89,13.2,849.0008921
1/1/2012,6,1,1,2,1,37.89,12,845.0973635
1/1/2012,6,1,1,3,1,46.46,10.2,840.9028485
1/1/2012,6,1,1,4,1,54.48,8.4,845.4522569
1/1/2012,6,1,1,5,1,63.22,6.6,862.369386
1/1/2012,6,1,1,6,1,64.14,5.7,892.3411152
1/1/2012,6,1,1,7,1,69.03,4.5,937.004247
1/1/2012,6,1,1,8,1,71.79,3.7,983.047607
1/1/2012,6,1,1,9,1,60.24,7.3,1009.202331
1/1/2012,6,1,1,10,1,47.98,10,1008.613408
1/1/2012,6,1,1,11,1,42.85,11.6,985.2849904
1/1/2012,6,1,1,12,1,41.54,12.6,964.0653948
1/1/2012,6,1,1,13,1,36.52,13.6,941.2886457
1/1/2012,6,1,1,14,1,33.96,14.4,920.5565432
1/1/2012,6,1,1,15,1,29.58,15,895.5955938
1/1/2012,6,1,1,16,1,28.81,15,885.9990798
1/1/2012,6,1,1,17,1,31.67,13.3,888.7269143
1/1/2012,6,1,1,18,1,41.44,9.7,932.3112503
1/1/2012,6,1,1,19,1,49.38,7.9,1024.286367
1/1/2012,6,1,1,20,1,54.82,6.3,1047.486448
1/1/2012,6,1,1,21,1,58.74,5.3,1048.195406
1/1/2012,6,1,1,22,1,60.9,4.7,1050.054127
1/1/2012,6,1,1,23,1,59.96,4.8,1035.66559
1/2/2012,0,2,1,0,1,63.72,3.7,1013.58041
1/2/2012,0,2,1,1,1,62.8,3.7,998.263915
1/2/2012,0,2,1,2,1,65.3,2.5,1003.566423
1/2/2012,0,2,1,3,1,64.55,2.5,1017.125365
1/2/2012,0,2,1,4,1,67.5,1.9,1040.273664
1/2/2012,0,2,1,5,1,67.02,1.5,1072.828158
1/2/2012,0,2,1,6,1,67.02,1.5,1128.889877
1/2/2012,0,2,1,7,1,69.29,1.1,1206.819517
1/2/2012,0,2,1,8,1,70.54,1.9,1259.831006
1/2/2012,0,2,1,9,1,62.05,4.8,1248.046638
1/2/2012,0,2,1,10,1,50.83,7.4,1208.165773
1/2/2012,0,2,1,11,1,41.74,8.6,1151.41747
1/2/2012,0,2,1,12,1,36.1,10.5,1094.816635
1/2/2012,0,2,1,13,1,29.8,11.5,1047.466048
1/2/2012,0,2,1,14,1,28.37,12.2,1013.773593
1/2/2012,0,2,1,15,1,25.26,12.8,972.7471232
1/2/2012,0,2,1,16,1,23.99,12.7,950.8061428
1/2/2012,0,2,1,17,1,27.9,11.4,954.0789061
1/2/2012,0,2,1,18,1,34.96,8.4,1011.605239
1/2/2012,0,2,1,19,1,46.02,4.7,1115.891009
1/2/2012,0,2,1,20,1,45.3,4.7,1140.422154
1/2/2012,0,2,1,21,1,51.35,3.4,1143.645059
1/2/2012,0,2,1,22,1,66.15,0.7,1135.096984
1/2/2012,0,2,1,23,1,70.14,-0.6,1099.534103
1/3/2012,1,3,1,0,0,72.99,-1.3,1066.81987
1/3/2012,1,3,1,1,0,73.89,-1.6,1049.608226
1/3/2012,1,3,1,2,0,78.89,-2.1,1031.515028
1/3/2012,1,3,1,3,0,77.25,-2.6,1012.033726
1/3/2012,1,3,1,4,0,76.03,-2.3,1055.890229
1/3/2012,1,3,1,5,0,76.74,-2.5,1106.589314
1/3/2012,1,3,1,6,0,71.22,-1.7,1183.735909
1/3/2012,1,3,1,7,0,76.55,-2.4,1297.990289
1/3/2012,1,3,1,8,0,80.81,-2.7,1355.158417
1/3/2012,1,3,1,9,0,72.85,2.9,1319.140462
1/3/2012,1,3,1,10,0,49.72,7,1244.212775
1/3/2012,1,3,1,11,0,37.54,10.1,1169.439312
1/3/2012,1,3,1,12,0,37.32,11.3,1108.741892
1/3/2012,1,3,1,13,0,32.52,13,1055.805644
1/3/2012,1,3,1,14,0,31.42,13.9,1011.081293
1/3/2012,1,3,1,15,0,29.05,15.2,975.1541837
1/3/2012,1,3,1,16,0,29.06,14.8,956.0280156
1/3/2012,1,3,1,17,0,30.27,13.6,959.9956091
1/3/2012,1,3,1,18,0,36.02,11.4,1000.63504
1/3/2012,1,3,1,19,0,37.91,10.5,1096.79683
1/3/2012,1,3,1,20,0,41.08,9.4,1117.93443
1/3/2012,1,3,1,21,0,41.79,9.1,1118.687026
1/3/2012,1,3,1,22,0,43,8.6,1093.43405
1/3/2012,1,3,1,23,0,46.85,8.2,1043.089006
1/4/2012,2,4,1,0,0,53.38,7.2,985.15724
1/4/2012,2,4,1,1,0,61.47,7,971.5804483
1/4/2012,2,4,1,2,0,69.99,6.8,965.0946478
1/4/2012,2,4,1,3,0,73.9,6.1,965.931939
1/4/2012,2,4,1,4,0,82.48,4.3,975.5211164
1/4/2012,2,4,1,5,0,85.2,3.6,1003.731546
1/4/2012,2,4,1,6,0,87.95,2.2,1076.073881
1/4/2012,2,4,1,7,0,87.88,2.4,1187.19464
1/4/2012,2,4,1,8,0,94.33,2.3,1226.011781
1/4/2012,2,4,1,9,0,83.3,6.8,1195.30147
1/4/2012,2,4,1,10,0,76.03,8.8,1147.857383
1/4/2012,2,4,1,11,0,53.19,12.3,1096.619713
1/4/2012,2,4,1,12,0,36.4,14.3,1048.010276
1/4/2012,2,4,1,13,0,35.72,15.1,1000.497461
1/4/2012,2,4,1,14,0,34.83,15.6,967.1374375
1/4/2012,2,4,1,15,0,35.2,15.9,939.4130417
1/4/2012,2,4,1,16,0,36.16,15.6,923.7033844
1/4/2012,2,4,1,17,0,39.61,14.6,927.235641
1/4/2012,2,4,1,18,0,47.35,11.4,959.8973754
1/4/2012,2,4,1,19,0,61.74,7.3,1051.582553
1/4/2012,2,4,1,20,0,66.82,5.9,1069.097918
1/4/2012,2,4,1,21,0,74.51,3.9,1070.947196
1/4/2012,2,4,1,22,0,77.6,2.9,1056.588086
1/4/2012,2,4,1,23,0,78.02,2.7,1021.750558
1/5/2012,3,5,1,0,0,73.3,3.9,981.00963
1/5/2012,3,5,1,1,0,79.24,2.1,973.338838
1/5/2012,3,5,1,2,0,80.37,1.1,979.0804955
1/5/2012,3,5,1,3,0,84.15,0.6,992.9600164
1/5/2012,3,5,1,4,0,83.57,0.6,1020.507175
1/5/2012,3,5,1,5,0,87.62,-0.6,1060.776344
1/5/2012,3,5,1,6,0,89.53,-0.6,1138.054006
1/5/2012,3,5,1,7,0,87.25,-0.2,1256.823609
1/5/2012,3,5,1,8,0,90.32,-0.4,1299.494727
1/5/2012,3,5,1,9,0,81.28,3.9,1231.716546
1/5/2012,3,5,1,10,0,65.33,8.2,1160.325303
1/5/2012,3,5,1,11,0,51.7,12.2,1097.268005
1/5/2012,3,5,1,12,0,43.72,14.9,1034.80555
1/5/2012,3,5,1,13,0,37.81,17,984.6774952
1/5/2012,3,5,1,14,0,34.26,18,942.7633428
1/5/2012,3,5,1,15,0,32.88,19,916.8585128
1/5/2012,3,5,1,16,0,33.06,18.9,903.3464159
1/5/2012,3,5,1,17,0,35.66,18,909.887574
1/5/2012,3,5,1,18,0,48.45,13.8,930.4460513
1/5/2012,3,5,1,19,0,51.16,12.6,1013.136441
1/5/2012,3,5,1,20,0,59.67,10.9,1037.448518
1/5/2012,3,5,1,21,0,63.83,11.4,1039.599408
1/5/2012,3,5,1,22,0,69.13,10,1019.088672
1/5/2012,3,5,1,23,0,73.88,8.4,976.3718651
1/6/2012,4,6,1,0,0,73.83,9.7,932.43652
1/6/2012,4,6,1,1,0,79.95,8.6,906.2409757
1/6/2012,4,6,1,2,0,79.02,9.6,900.601663
1/6/2012,4,6,1,3,0,83.28,7.8,904.1440005
1/6/2012,4,6,1,4,0,84.87,7.6,915.252732
1/6/2012,4,6,1,5,0,86.64,8.7,942.0772716
1/6/2012,4,6,1,6,0,86.62,10,1006.55464
1/6/2012,4,6,1,7,0,90.5,8.5,1119.375307
1/6/2012,4,6,1,8,0,94.58,7.9,1164.704909
1/6/2012,4,6,1,9,0,90.9,12.4,1118.31527
1/6/2012,4,6,1,10,0,76.18,16.1,1056.456271
1/6/2012,4,6,1,11,0,64.05,18.1,1014.1723
1/6/2012,4,6,1,12,0,49.31,20.6,980.6974308
1/6/2012,4,6,1,13,0,41.49,21.7,947.9879668
1/6/2012,4,6,1,14,0,36,22.6,926.760962
1/6/2012,4,6,1,15,0,34.96,23.1,908.8742995
1/6/2012,4,6,1,16,0,39.36,22.6,900.2770553
1/6/2012,4,6,1,17,0,46.32,21.1,899.3965663
1/6/2012,4,6,1,18,0,55.62,18.9,903.3131923
1/6/2012,4,6,1,19,0,59.8,17.7,963.1659407
1/6/2012,4,6,1,20,0,66.14,16.1,963.7491422
1/6/2012,4,6,1,21,0,74.5,13.7,953.8040206
1/6/2012,4,6,1,22,0,72.47,14.3,941.7521913
1/6/2012,4,6,1,23,0,74.37,14.4,917.0473918
1/7/2012,5,7,1,0,1,80.95,13.7,882.49623
1/7/2012,5,7,1,1,1,86.2,13.3,859.524261
1/7/2012,5,7,1,2,1,90.32,11.9,850.3504763
1/7/2012,5,7,1,3,1,91.1,12.1,853.2792559
1/7/2012,5,7,1,4,1,90.21,10.6,861.4038089
1/7/2012,5,7,1,5,1,81.25,9.6,884.218271
1/7/2012,5,7,1,6,1,70.44,7.4,920.4283855
1/7/2012,5,7,1,7,1,74.79,5.9,974.6054097
1/7/2012,5,7,1,8,1,78.06,5.3,1033.235241
1/7/2012,5,7,1,9,1,68.73,7.9,1063.312005
1/7/2012,5,7,1,10,1,58.26,9.9,1064.559696
1/7/2012,5,7,1,11,1,55.13,11.6,1042.435382
1/7/2012,5,7,1,12,1,51.98,13.2,1004.831676
1/7/2012,5,7,1,13,1,49.38,14.2,971.703431
1/7/2012,5,7,1,14,1,48.48,15,941.1523246
1/7/2012,5,7,1,15,1,47.41,15.5,925.3276772
1/7/2012,5,7,1,16,1,48.03,15.8,921.9640588
1/7/2012,5,7,1,17,1,49.64,14.8,922.3201697
1/7/2012,5,7,1,18,1,59.77,11.4,952.9587967
1/7/2012,5,7,1,19,1,68.84,9.7,1020.822874
1/7/2012,5,7,1,20,1,75.41,8.8,1029.437111
1/7/2012,5,7,1,21,1,81.8,7.5,1010.970657
1/7/2012,5,7,1,22,1,77.13,8,985.8618801
1/7/2012,5,7,1,23,1,78.83,7.9,961.0560044
1/8/2012,6,8,1,0,1,79.47,6.9,929.71032
1/8/2012,6,8,1,1,1,81.13,6.4,905.2720739
1/8/2012,6,8,1,2,1,81.59,6.2,893.3833276
1/8/2012,6,8,1,3,1,85.38,5.3,894.6369226
1/8/2012,6,8,1,4,1,87.03,4.3,907.7849334
1/8/2012,6,8,1,5,1,87.74,5.7,923.3253008
1/8/2012,6,8,1,6,1,85.72,5.6,955.0984959
1/8/2012,6,8,1,7,1,85.57,5.7,994.830845
1/8/2012,6,8,1,8,1,81.67,6.5,1042.763865
1/8/2012,6,8,1,9,1,77.86,8.5,1076.042722
1/8/2012,6,8,1,10,1,66.87,11.4,1077.229752
1/8/2012,6,8,1,11,1,63.28,12.5,1051.625498
1/8/2012,6,8,1,12,1,60.17,13.5,1024.323435
1/8/2012,6,8,1,13,1,57.82,14.3,1010.664164
1/8/2012,6,8,1,14,1,55.69,15.5,992.495344
1/8/2012,6,8,1,15,1,53,16.4,968.8961105
1/8/2012,6,8,1,16,1,55.28,15.6,959.4733519
1/8/2012,6,8,1,17,1,58.23,15.2,964.6874632
1/8/2012,6,8,1,18,1,67.33,13.6,1001.108418
1/8/2012,6,8,1,19,1,72.24,12.8,1060.732109
1/8/2012,6,8,1,20,1,72.24,12.8,1064.44475
1/8/2012,6,8,1,21,1,70.75,12.8,1050.493157
1/8/2012,6,8,1,22,1,72.46,12.4,1017.310699
1/8/2012,6,8,1,23,1,73.76,12.2,966.4267836
1/9/2012,0,9,1,0,0,78.98,11.4,912.00711
1/9/2012,0,9,1,1,0,80.59,11.1,885.8041891
1/9/2012,0,9,1,2,0,87.55,10.1,877.1186817
1/9/2012,0,9,1,3,0,84.37,10.1,882.6373463
1/9/2012,0,9,1,4,0,84.83,9.8,893.2890182
1/9/2012,0,9,1,5,0,88.52,9.2,919.0310916
1/9/2012,0,9,1,6,0,88.52,9.2,981.3504455
1/9/2012,0,9,1,7,0,90.98,8.8,1091.934299
1/9/2012,0,9,1,8,0,91.19,8.8,1145.920588
1/9/2012,0,9,1,9,0,91.73,8.7,1165.903867
1/9/2012,0,9,1,10,0,91.19,8.8,1186.67767
1/9/2012,0,9,1,11,0,91.16,8.3,1199.541515
1/9/2012,0,9,1,12,0,90.57,7.4,1195.510469
1/9/2012,0,9,1,13,0,91.6,6.7,1190.370272
1/9/2012,0,9,1,14,0,88.34,7.2,1190.606301
1/9/2012,0,9,1,15,0,90.28,7,1183.837449
1/9/2012,0,9,1,16,0,88.37,7.5,1188.848893
1/9/2012,0,9,1,17,0,91.38,7.5,1225.759715
1/9/2012,0,9,1,18,0,92.1,7.6,1263.07549
1/9/2012,0,9,1,19,0,92.72,7.6,1316.860801
1/9/2012,0,9,1,20,0,92.9,7.6,1319.837597
1/9/2012,0,9,1,21,0,91.66,7,1298.17753
1/9/2012,0,9,1,22,0,92,6.7,1254.915969
1/9/2012,0,9,1,23,0,90.84,6,1185.637065
1/10/2012,1,10,1,0,0,88.97,6.4,1124.53457
1/10/2012,1,10,1,1,0,90.84,6,1087.585903
1/10/2012,1,10,1,2,0,88.62,5.9,1079.811159
1/10/2012,1,10,1,3,0,89.74,5.6,1076.976439
1/10/2012,1,10,1,4,0,89.97,5.7,1086.159812
1/10/2012,1,10,1,5,0,88.06,5.7,1113.275294
1/10/2012,1,10,1,6,0,87.28,5.7,1173.724747
1/10/2012,1,10,1,7,0,87.28,5.7,1271.723528
1/10/2012,1,10,1,8,0,87.28,5.7,1316.662905
1/10/2012,1,10,1,9,0,82.7,6.5,1294.703108
1/10/2012,1,10,1,10,0,79.46,6.6,1258.840192
1/10/2012,1,10,1,11,0,78.74,6.5,1212.631422
1/10/2012,1,10,1,12,0,77.41,7.5,1160.736194
1/10/2012,1,10,1,13,0,77.46,7.8,1115.492378
1/10/2012,1,10,1,14,0,76.66,7.9,1072.053127
1/10/2012,1,10,1,15,0,74.08,8.3,1033.206626
1/10/2012,1,10,1,16,0,74.08,8.3,1012.175422
1/10/2012,1,10,1,17,0,75.49,8.5,1008.731253
1/10/2012,1,10,1,18,0,75.19,8.3,1037.121829
1/10/2012,1,10,1,19,0,73.13,8.4,1137.985449
1/10/2012,1,10,1,20,0,75.2,7.8,1164.115523
1/10/2012,1,10,1,21,0,74.77,7.9,1169.29302
1/10/2012,1,10,1,22,0,73.28,7.9,1147.521206
1/10/2012,1,10,1,23,0,76.11,6.8,1095.250376
1/11/2012,2,11,1,0,0,78.61,5.9,1044.73681
1/11/2012,2,11,1,1,0,79.05,5,1016.335877
1/11/2012,2,11,1,2,0,89.39,2.7,1012.135871
1/11/2012,2,11,1,3,0,88.9,2,1016.985311
1/11/2012,2,11,1,4,0,88.91,2.1,1035.152213
1/11/2012,2,11,1,5,0,86.29,1.5,1063.070073
1/11/2012,2,11,1,6,0,89.54,1.6,1131.8189
1/11/2012,2,11,1,7,0,90.5,1.3,1242.47493
1/11/2012,2,11,1,8,0,87.55,2.7,1274.540319
1/11/2012,2,11,1,9,0,81.68,6.6,1209.294238
1/11/2012,2,11,1,10,0,71.18,9.5,1124.988147
1/11/2012,2,11,1,11,0,62.75,12.6,1065.763456
1/11/2012,2,11,1,12,0,56.01,15.2,1015.629392
1/11/2012,2,11,1,13,0,51.89,17,974.4793727
1/11/2012,2,11,1,14,0,45.91,19.3,944.3969749
1/11/2012,2,11,1,15,0,40.29,20.2,932.9341644
1/11/2012,2,11,1,16,0,41.3,20.6,923.36986
1/11/2012,2,11,1,17,0,45.01,19.5,938.2195887
1/11/2012,2,11,1,18,0,42.89,17.9,971.7387665
1/11/2012,2,11,1,19,0,46.45,15.2,1060.99437
1/11/2012,2,11,1,20,0,53.55,13.4,1083.109345
1/11/2012,2,11,1,21,0,57.49,10.8,1093.047747
1/11/2012,2,11,1,22,0,61.17,8.4,1078.649149
1/11/2012,2,11,1,23,0,61.71,7.3,1037.125852
1/12/2012,3,12,1,0,0,61,6.6,992.16491
1/12/2012,3,12,1,1,0,60.5,5.9,965.6347904
1/12/2012,3,12,1,2,0,63.43,3.9,979.456689
1/12/2012,3,12,1,3,0,65.95,2.2,997.8782878
1/12/2012,3,12,1,4,0,63.57,1.7,1028.00565
1/12/2012,3,12,1,5,0,57.17,1.7,1078.91815
1/12/2012,3,12,1,6,0,51.59,1.2,1171.583966
1/12/2012,3,12,1,7,0,48.6,0.6,1299.899565
1/12/2012,3,12,1,8,0,51.8,0.2,1358.595744
1/12/2012,3,12,1,9,0,46.61,1.4,1323.442129
1/12/2012,3,12,1,10,0,35.59,2.7,1296.108421
1/12/2012,3,12,1,11,0,31.47,3.6,1281.58044
1/12/2012,3,12,1,12,0,30.5,4.9,1254.083771
1/12/2012,3,12,1,13,0,27.61,6,1219.310765
1/12/2012,3,12,1,14,0,25.79,6,1173.927083
1/12/2012,3,12,1,15,0,25.2,6.1,1141.293249
1/12/2012,3,12,1,16,0,26.74,6.2,1134.129036
1/12/2012,3,12,1,17,0,29.95,5.3,1154.61954
1/12/2012,3,12,1,18,0,39.7,3.1,1204.896168
1/12/2012,3,12,1,19,0,45.19,1.2,1294.814738
1/12/2012,3,12,1,20,0,62.95,-1.1,1325.160914
1/12/2012,3,12,1,21,0,73.3,-2.4,1352.831251
1/12/2012,3,12,1,22,0,68.71,-2.5,1329.797285
1/12/2012,3,12,1,23,0,71.6,-2.9,1272.530132
1/13/2012,4,13,1,0,0,71.89,-3,1209.60523
1/13/2012,4,13,1,1,0,67.81,-1.7,1168.016877
1/13/2012,4,13,1,2,0,78.51,-2.6,1158.948841
1/13/2012,4,13,1,3,0,74.82,-1.5,1160.6167
1/13/2012,4,13,1,4,0,75.69,-1.4,1172.089795
1/13/2012,4,13,1,5,0,77.82,-0.9,1193.360034
1/13/2012,4,13,1,6,0,80.73,-1.1,1249.007837
1/13/2012,4,13,1,7,0,76.81,-0.9,1352.109473
1/13/2012,4,13,1,8,0,77.17,0,1390.374838
1/13/2012,4,13,1,9,0,77.43,1.3,1346.077874
1/13/2012,4,13,1,10,0,67.07,3.2,1277.390757
1/13/2012,4,13,1,11,0,52.33,6.9,1203.370238
1/13/2012,4,13,1,12,0,46.16,9.2,1125.818291
1/13/2012,4,13,1,13,0,41.67,11,1063.396019
1/13/2012,4,13,1,14,0,35,12.8,1016.457862
1/13/2012,4,13,1,15,0,27.66,13.6,980.8797889
1/13/2012,4,13,1,16,0,26.01,13.9,962.3750317
1/13/2012,4,13,1,17,0,29.06,12.6,967.2734099
1/13/2012,4,13,1,18,0,48.45,7.4,995.3836742
1/13/2012,4,13,1,19,0,53.92,5.4,1096.230834
1/13/2012,4,13,1,20,0,57.98,4.3,1135.816106
1/13/2012,4,13,1,21,0,62.97,3.3,1150.943299
1/13/2012,4,13,1,22,0,63.4,3.1,1156.338314
1/13/2012,4,13,1,23,0,67.99,2.1,1142.168051
1/14/2012,5,14,1,0,1,68.36,1.7,1114.86285
1/14/2012,5,14,1,1,1,68.93,1.6,1094.286172
1/14/2012,5,14,1,2,1,65.79,2.2,1090.714806
1/14/2012,5,14,1,3,1,67.84,1.3,1099.516355
1/14/2012,5,14,1,4,1,71.63,0.5,1114.138217
1/14/2012,5,14,1,5,1,76.32,-0.7,1134.751587
1/14/2012,5,14,1,6,1,75.73,-1.1,1178.257443
1/14/2012,5,14,1,7,1,79.01,-1.3,1237.416047
1/14/2012,5,14,1,8,1,74.36,0.3,1314.920092
1/14/2012,5,14,1,9,1,66.03,3.9,1315.657741
1/14/2012,5,14,1,10,1,51.3,8.1,1243.549694
1/14/2012,5,14,1,11,1,40.49,11.7,1166.3645
1/14/2012,5,14,1,12,1,34.06,14.6,1082.148159
1/14/2012,5,14,1,13,1,31.79,16.3,1013.8986
1/14/2012,5,14,1,14,1,28.1,18,953.4834458
1/14/2012,5,14,1,15,1,25.61,18.6,917.054558
1/14/2012,5,14,1,16,1,24.77,18.7,896.6922735
1/14/2012,5,14,1,17,1,32.38,16.8,887.9191452
1/14/2012,5,14,1,18,1,38.89,12.8,910.3890702
1/14/2012,5,14,1,19,1,46.67,10.9,990.0280749
1/14/2012,5,14,1,20,1,53.3,8.9,1013.875121
1/14/2012,5,14,1,21,1,59.14,7.1,1020.874449
1/14/2012,5,14,1,22,1,60.84,6.1,1024.61071
1/14/2012,5,14,1,23,1,58.02,6.6,1013.919011
1/15/2012,6,15,1,0,1,61.81,5.3,992.47331
1/15/2012,6,15,1,1,1,62.22,5.2,979.8087957
1/15/2012,6,15,1,2,1,66.61,3.6,981.1947975
1/15/2012,6,15,1,3,1,66.58,3.9,992.7968933
1/15/2012,6,15,1,4,1,72.76,2.5,1007.735391
1/15/2012,6,15,1,5,1,72.31,2.7,1026.756374
1/15/2012,6,15,1,6,1,72.55,2.3,1060.087328
1/15/2012,6,15,1,7,1,73.37,3,1102.860434
1/15/2012,6,15,1,8,1,75.65,2.8,1151.707708
1/15/2012,6,15,1,9,1,67.83,6.6,1168.383671
1/15/2012,6,15,1,10,1,56.16,10.3,1130.127574
1/15/2012,6,15,1,11,1,47.32,13.3,1077.048285
1/15/2012,6,15,1,12,1,38.4,16.3,1017.681942
1/15/2012,6,15,1,13,1,38.3,17.6,982.5552827
1/15/2012,6,15,1,14,1,38.67,18.2,951.4979101
1/15/2012,6,15,1,15,1,44.48,17.9,922.7098993
1/15/2012,6,15,1,16,1,48.18,16.9,912.1228806
1/15/2012,6,15,1,17,1,51.92,16.5,904.5649582
1/15/2012,6,15,1,18,1,56.78,15.9,925.5780317
1/15/2012,6,15,1,19,1,59.03,15.6,989.7900933
1/15/2012,6,15,1,20,1,59.65,15.6,1003.191448
1/15/2012,6,15,1,21,1,63.3,15.6,983.3979168
1/15/2012,6,15,1,22,1,68.36,15.7,957.1694993
1/15/2012,6,15,1,23,1,73.79,15.6,914.4711763
1/16/2012,0,16,1,0,1,76.62,15.6,861.61221
1/16/2012,0,16,1,1,1,77.5,16,827.1942234
1/16/2012,0,16,1,2,1,80.33,16.1,794.4559206
1/16/2012,0,16,1,3,1,81.71,16.1,785.6946812
1/16/2012,0,16,1,4,1,81.77,16.6,783.4207815
1/16/2012,0,16,1,5,1,81.12,16.7,791.094893
1/16/2012,0,16,1,6,1,79.57,17,826.2766246
1/16/2012,0,16,1,7,1,81,16.9,884.0791298
1/16/2012,0,16,1,8,1,83.45,16.9,920.9671531
1/16/2012,0,16,1,9,1,85.54,17.1,932.0323421
1/16/2012,0,16,1,10,1,82.42,17.9,1004.022045
1/16/2012,0,16,1,11,1,78.45,18.6,1033.896505
1/16/2012,0,16,1,12,1,80.43,18.9,1029.413593
1/16/2012,0,16,1,13,1,78.02,19.3,1013.984742
1/16/2012,0,16,1,14,1,73.09,19.8,1012.951364
1/16/2012,0,16,1,15,1,70.31,20.6,979.4119218
1/16/2012,0,16,1,16,1,68.76,21,947.783651
1/16/2012,0,16,1,17,1,69.11,20.9,933.6861279
1/16/2012,0,16,1,18,1,74.77,19.4,932.4644947
1/16/2012,0,16,1,19,1,80.97,17.7,981.7899372
1/16/2012,0,16,1,20,1,81.39,17.4,981.4181415
1/16/2012,0,16,1,21,1,81.89,17.7,965.4082682
1/16/2012,0,16,1,22,1,84.84,18.3,931.1775583
1/16/2012,0,16,1,23,1,83.8,18.8,872.2310075
1/17/2012,1,17,1,0,0,85.39,18.9,811.83931
1/17/2012,1,17,1,1,0,84.57,19.1,773.6943822
1/17/2012,1,17,1,2,0,82.28,19.5,753.8804394
1/17/2012,1,17,1,3,0,86.06,18.9,747.7070958
1/17/2012,1,17,1,4,0,87.7,18.5,749.2526902
1/17/2012,1,17,1,5,0,90.36,17.5,764.1467891
1/17/2012,1,17,1,6,0,92.22,16.3,819.8326244
1/17/2012,1,17,1,7,0,92.74,15.3,923.2570871
1/17/2012,1,17,1,8,0,89.6,15.1,989.9819324
1/17/2012,1,17,1,9,0,80.62,14.7,978.2346444
1/17/2012,1,17,1,10,0,65.28,12.6,977.09931
1/17/2012,1,17,1,11,0,54.69,10.7,981.8738409
1/17/2012,1,17,1,12,0,48.52,11,970.8816423
1/17/2012,1,17,1,13,0,46.13,11.4,954.5377408
1/17/2012,1,17,1,14,0,42.72,11.5,940.2628434
1/17/2012,1,17,1,15,0,40.92,11.8,919.2369838
1/17/2012,1,17,1,16,0,40.78,11.3,915.9242371
1/17/2012,1,17,1,17,0,43.51,10.1,926.1318889
1/17/2012,1,17,1,18,0,47.47,8.1,958.5806747
1/17/2012,1,17,1,19,0,54.49,6.4,1056.507344
1/17/2012,1,17,1,20,0,56.46,5.4,1089.306254
1/17/2012,1,17,1,21,0,61.12,4.3,1098.459516
1/17/2012,1,17,1,22,0,60.94,3.5,1081.602746
1/17/2012,1,17,1,23,0,65.43,2.7,1034.874534
1/18/2012,2,18,1,0,0,67.03,2,989.0318
1/18/2012,2,18,1,1,0,66.75,1.5,964.7795979
1/18/2012,2,18,1,2,0,67.21,0.9,967.7293861
1/18/2012,2,18,1,3,0,65.52,0.8,981.5300558
1/18/2012,2,18,1,4,0,65.12,0.3,1006.383853
1/18/2012,2,18,1,5,0,69.24,-0.2,1042.65901
1/18/2012,2,18,1,6,0,73.28,-1.3,1130.080038
1/18/2012,2,18,1,7,0,72.17,-1.4,1288.217722
1/18/2012,2,18,1,8,0,72.77,-0.9,1313.736957
1/18/2012,2,18,1,9,0,58.39,2.3,1255.01096
1/18/2012,2,18,1,10,0,52.72,4.5,1185.297369
1/18/2012,2,18,1,11,0,45.42,6.8,1121.856109
1/18/2012,2,18,1,12,0,44.53,8.4,1060.13078
1/18/2012,2,18,1,13,0,43.25,10.1,1006.270529
1/18/2012,2,18,1,14,0,38.93,11.8,961.2052625
1/18/2012,2,18,1,15,0,37.89,13.1,931.8609961
1/18/2012,2,18,1,16,0,36.44,13.8,911.186124
1/18/2012,2,18,1,17,0,38.1,13.4,913.1237704
1/18/2012,2,18,1,18,0,47.95,10.6,922.4360106
1/18/2012,2,18,1,19,0,55.65,8.7,1006.332931
1/18/2012,2,18,1,20,0,59.43,7.3,1023.983607
1/18/2012,2,18,1,21,0,58.62,8,1020.987843
1/18/2012,2,18,1,22,0,62.84,7.5,1002.747641
1/18/2012,2,18,1,23,0,61.06,8.1,950.3545372
1/19/2012,3,19,1,0,1,60.97,8.8,899.02642
1/19/2012,3,19,1,1,1,67.27,7.9,887.048265
1/19/2012,3,19,1,2,1,72.47,7,879.9361559
1/19/2012,3,19,1,3,1,73.71,7.1,879.9075401
1/19/2012,3,19,1,4,1,74.85,6.8,894.9361452
1/19/2012,3,19,1,5,1,78.35,6.6,925.7940634
1/19/2012,3,19,1,6,1,76.5,7,989.4961087
1/19/2012,3,19,1,7,1,78.03,7,1105.278828
1/19/2012,3,19,1,8,1,80.99,6.9,1146.975803
1/19/2012,3,19,1,9,1,76.19,9.5,1095.992122
1/19/2012,3,19,1,10,1,63.28,13.7,1039.395519
1/19/2012,3,19,1,11,1,53.32,17.2,993.9577146
1/19/2012,3,19,1,12,1,40.77,20.8,949.4817691
1/19/2012,3,19,1,13,1,33.19,22.8,919.1988681
1/19/2012,3,19,1,14,1,30.62,23.4,905.5305661
1/19/2012,3,19,1,15,1,27.59,23.9,898.9026647
1/19/2012,3,19,1,16,1,27.15,24.6,894.5440566
1/19/2012,3,19,1,17,1,28.99,23.5,898.3379586
1/19/2012,3,19,1,18,1,36.33,19.3,917.1979188
1/19/2012,3,19,1,19,1,38.39,17.6,974.9684282
1/19/2012,3,19,1,20,1,52.46,14.9,973.0814017
